Sample ID,Class,Individual,Project,Site#,Site Name,Session,Field Sp.,,#G,#U,Left,Vis. Sp.,Comments,,# loci,G10J,G10B,G1D,G10H,G10M,Mu50,G10P,G1A,G10C,G10L,G10U,G10X,CXX20,CXX110,Mu59,Psib
10852c1,Xblack,,w9845a,38,Bear Grass,A,GB?,,10,,B,u,,,1,197.201,,,,,,,,,,,,,,,
10852d1,Xblack,,w9845a,38,Bear Grass,A,bb,,10,,A,u,,,1,197.201,,,,,,,,,,,,,,,
1.09E+05,unextracted,,w9845a,38,Bear Grass,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10852f2,unextracted,,w9845a,38,Bear Grass,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10852g2,Xblack,,w9845a,38,Bear Grass,A,bb,,10,,A,u,,,1,197.209,,,,,,,,,,,,,,,
10852h2,unextracted,,w9845a,38,Bear Grass,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10852ii,Xinadequate,,w9845a,38,Bear Grass,A,unk,,,,,,< 5 uf,,0,,,,,,,,,,,,,,,,
10852j3,Xspecies,,w9845a,38,Bear Grass,A,deer,,,,,u,ungulate,,0,,,,,,,,,,,,,,,,
10852k3,Xspecies,,w9845a,38,Bear Grass,A,deer,,,,,u,unguate,,0,,,,,,,,,,,,,,,,
10852l,Xblack,,w9845a,38,Bear Grass,A,bb,,5,,C,u,,,1,197.201,,,,,,,,,,,,,,,
10852m3,Xspecies,,w9845a,38,Bear Grass,A,deer,,,,,u,ungulate,,0,,,,,,,,,,,,,,,,
10852n,Xbomb,,w9845a,38,Bear Grass,A,other,,,8,C,u,,,0,186.80.90,,,,,,,,,,,,,,,
10852o4,unextracted,,w9845a,38,Bear Grass,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10852p4,Xblack,,w9845a,38,Bear Grass,A,bb,,1,5,C,u,,,1,197.201,,,,,,,,,,,,,,,
10804a,Xblack,,w9845a,38,Bear Grass,B,bb,,10,,A,u,prob. bb,,1,197.201,,,,,,,,,,,,,,,
10804b,Xinadequate,,w9845a,38,Bear Grass,B,GB,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10804c1,unextracted,,w9845a,38,Bear Grass,B,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10804d1,unextracted,,w9845a,38,Bear Grass,B,GB,,,,,,,,0,,,,,,,,,,,,,,,,
1.08E+05,sample,1.08E+05,w9845a,38,Bear Grass,B,GB,,10,,A,g,,,15,192.194,162.162,183.186,227.227,212.214,120.138,151.153,184.184,205.207,155.157,163.163,141.141,127.129,153.155,223.239,0.002
10804f,Xinadequate,,w9845a,38,Bear Grass,B,GB,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10804g,sample,1.08E+05,w9845a,38,Bear Grass,B,GB,,8,10,C,u,,,7,192.194,162.162,183.186,227.227,212.214,120.138,151.153,,,,,,,,,0.002
10804h,sample,1.08E+05,w9845a,38,Bear Grass,B,GB,,2,,C,u,,,7,192.194,162.162,183.186,227.227,212.214,120.138,151.153,,,,,,,,,0.002
10851a1,unextracted,,w9845a,37,Blasted Mtn. Goat,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10851b1,Xblack,,w9845a,37,Blasted Mtn. Goat,A,GB?,,,25,C,u,,,1,201.205,,,,,,,,,,,,,,,
10851c,Xinadequate,,w9845a,37,Blasted Mtn. Goat,A,GB,,,,,,no root,,0,,,,,,,,,,,,,,,,
10851d2,Xblack,,w9845a,37,Blasted Mtn. Goat,A,GB,,4,,C,g,,,1,201.205,,,,,,,,,,,,,,,
1.09E+06,unextracted,,w9845a,37,Blasted Mtn. Goat,A,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10851f,Xblack,,w9845a,37,Blasted Mtn. Goat,A,GB,,1,30,B,g,,,1,201.205,,,,,,,,,,,,,,,
10851g,Xblack,,w9845a,37,Blasted Mtn. Goat,A,bb,,10,,A,u,prob. bb,,1,197.197,,,,,,,,,,,,,,,
10803a1,Xinadequate,,w9845a,37,Blasted Mtn. Goat,B,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10803b1,Xblack,,w9845a,37,Blasted Mtn. Goat,B,bb,,1,,C,u,,,1,195.195,,,,,,,,,,,,,,,
10803c,Xinadequate,,w9845a,37,Blasted Mtn. Goat,B,bb,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10702a,sample,10857r5,w9845a,37,Blasted Mtn. Goat,C,bb,,10,,A,g,white-tipped,,7,186.192,144.154,181.184,252.252,214.214,130.138,149.151,,,,,,,,,0.003
10702b,Xbomb,,w9845a,37,Blasted Mtn. Goat,C,GB,,2,,C,u,prob. gb,,2,186.192,44.144,,252.252,14.214,130.38,,,,,,,,,,
10702c,sample,10857r5,w9845a,37,Blasted Mtn. Goat,C,GB,,10,,A,g,white-tipped,,7,186.192,144.154,181.184,252.252,214.214,130.138,149.151,,,,,,,,,0.003
10702d,sample,10857r5,w9845a,37,Blasted Mtn. Goat,C,GB,,10,,A,g,white-tipped,,7,186.192,144.154,181.184,252.252,214.214,130.138,149.151,,,,,,,,,0.003
10702e,sample,10857r5,w9845a,37,Blasted Mtn. Goat,C,GB,,10,,A,g,white-tipped,,7,186.192,144.154,181.184,252.252,214.214,130.138,149.151,,,,,,,,,0.003
10702f1,sample,10857r5,w9845a,37,Blasted Mtn. Goat,C,GB,,6,,C,u,prob. gb,,7,186.192,144.154,181.184,252.252,214.214,130.138,149.151,,,,,,,,,0.003
10702g1,unextracted,,w9845a,37,Blasted Mtn. Goat,C,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10865a,Xinadequate,,w9845a,61,Blazed Cr.,A,bb,,,,,,no root,,0,,,,,,,,,,,,,,,,
10865b,Xblack,,w9845a,61,Blazed Cr.,A,bb,,6,,C,u,,,1,201.209,,,,,,,,,,,,,,,
10865c,Xblack,,w9845a,61,Blazed Cr.,A,bb,,10,,B,u,,,1,203.209,,,,,,,,,,,,,,,
10865d1,Xblack,,w9845a,61,Blazed Cr.,A,bb,,,30,A,u,,,0,87.187,,,,,,,,,,,,,,,
1.09E+05,unextracted,,w9845a,61,Blazed Cr.,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10865f,Xinadequate,,w9845a,61,Blazed Cr.,A,bb,,,,,,no root,,0,,,,,,,,,,,,,,,,
10865g,Xbomb,,w9845a,61,Blazed Cr.,A,bb,,1,,C,u,,,0,,,,,,,,,,,,,,,,
10865h2,unextracted,,w9845a,61,Blazed Cr.,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10865ii2,Xblack,,w9845a,61,Blazed Cr.,A,bb,,10,,B,u,prob. bb,,1,203.209,,,,,,,,,,,,,,,
10865j2,unextracted,,w9845a,61,Blazed Cr.,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10865k2,Xblack,,w9845a,61,Blazed Cr.,A,bb,,1,,C,u,prob. bb,,1,203.209,,,,,,,,,,,,,,,
10814a,Xinadequate,,w9845a,61,Blazed Cr.,B,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10814b,Xinadequate,,w9845a,61,Blazed Cr.,B,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10814c,Xblack,,w9845a,61,Blazed Cr.,B,bb,,10,,A,u,,,1,203.209,,,,,,,,,,,,,,,
10814d,Xinadequate,,w9845a,61,Blazed Cr.,B,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10814e,Xinadequate,,w9845a,61,Blazed Cr.,B,GB,,,,,,no root,,0,,,,,,,,,,,,,,,,
10713a1,unextracted,,w9845a,61,Blazed Cr.,C,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10713b1,Xblack,,w9845a,61,Blazed Cr.,C,GB,,10,,A,u,prob. gb,,1,197.201,,,,,,,,,,,,,,,
10713c,Xblack,,w9845a,61,Blazed Cr.,C,unk,,2,,C,u,v. small roots,,0,95.187,,,,,,,,,,,,,,,
10761a1,Xblack,,w9845a,61,Blazed Cr.,D,bb,,10,,A,u,blonde,,1,197.201,,,,,,,,,,,,,,,
10761b1,Xblack,,w9845a,61,Blazed Cr.,D,unk,,10,,A,u,blonde,,1,197.201,,,,,,,,,,,,,,,
10888a1,Xinadequate,,w9845a,69,Carolina,A,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10888b1,Xinadequate,,w9845a,69,Carolina,A,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10888c,Xinadequate,,w9845a,69,Carolina,A,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10888d,Xblack,,w9845a,69,Carolina,A,bb,,,10,C,u,,,1,197.201,,,,,,,,,,,,,,,
1.09E+06,unextracted,,w9845a,69,Carolina,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10888f2,Xblack,,w9845a,69,Carolina,A,bb,,10,,A,u,,,1,199.205,,,,,,,,,,,,,,,
10888g,Xinadequate,,w9845a,69,Carolina,A,bb,,,,,,no root,,0,,,,,,,,,,,,,,,,
10888h,Xblack,,w9845a,69,Carolina,A,bb,,2,,C,u,,,1,199.205,,,,,,,,,,,,,,,
10888ii3,unextracted,,w9845a,69,Carolina,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10888j3,Xblack,,w9845a,69,Carolina,A,bb,,4,8,C,u,,,0,91.05.199,,,,,,,,,,,,,,,
10888k3,unextracted,,w9845a,69,Carolina,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10888l3,Xblack,,w9845a,69,Carolina,A,bb,,,20,C,u,prob. bb,,1,205.209,,,,,,,,,,,,,,,
10888m3,unextracted,,w9845a,69,Carolina,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10888n,Xinadequate,,w9845a,69,Carolina,A,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10888o,Xblack,,w9845a,69,Carolina,A,bb,,1,,C,u,,,1,197.201,,,,,,,,,,,,,,,
10839a1,Xblack,,w9845a,69,Carolina,B,GB?,,5,15,C,g,,,1,209.209,,,,,,,,,,,,,,,
10839b1,unextracted,,w9845a,69,Carolina,B,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10839c2,unextracted,,w9845a,69,Carolina,B,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10839d2,Xblack,,w9845a,69,Carolina,B,GB?,,1,25,C,g,,,1,209.209,,,,,,,,,,,,,,,
1.08E+06,unextracted,,w9845a,69,Carolina,B,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10839f2,Xblack,,w9845a,69,Carolina,B,GB?,,10,,A,g,,,1,209.209,,,,,,,,,,,,,,,
10739a,sample,10739a,w9845a,69,Carolina,C,GB,,9,,C,u,,,15,190.202,158.16,180.184,231.252,196.212,138.138,151.159,192.194,205.205,157.157,159.163,141.141,129.129,151.153,223.247,0.001
10739b,sample,10739a,w9845a,69,Carolina,C,GB,,1,,C,u,,,7,190.202,158.16,180.184,231.252,196.212,138.138,151.159,,,,,,,,,0.001
10739c1,sample,10739c1,w9845a,69,Carolina,C,GB,,10,,B,u,,,15,186.19,158.16,174.18,227.252,196.214,130.138,151.151,184.194,205.205,157.157,159.159,141.141,127.129,153.153,223.223,0.002
10739d1,unextracted,,w9845a,69,Carolina,C,GB,,,,,,,,0,,,,,,,,,,,,,,,,
1.07E+06,Xblack,,w9845a,69,Carolina,C,bb,,5,20,A,u,prob. bb,,1,205.209,,,,,,,,,,,,,,,
10739f2,unextracted,,w9845a,69,Carolina,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10739g2,unextracted,,w9845a,69,Carolina,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10739h,Xbomb,,w9845a,69,Carolina,C,bb,,1,,C,u,small root,,0,,,,,,,,,,,,,,,,
10739ii,Xbomb,,w9845a,69,Carolina,C,GB,,6,,C,u,,,0,190.01,,,,,,,,,,,,,,,
10739j,sample,10739c1,w9845a,69,Carolina,C,GB,,1,,C,u,,,7,186.19,158.16,174.18,227.252,196.214,130.138,151.151,,,,,,,,,0.002
10897a,Xbomb,,w9845a,53,Chikadee,A,unk,,1,,C,u,pale,,0,,,,,,,,,,,,,,,,
10897b,Xinadequate,,w9845a,53,Chikadee,A,bb,,,,,,no root,,0,,,,,,,,,,,,,,,,
10897c,Xblack,,w9845a,53,Chikadee,A,bb,,10,,C,u,v. small roots,,1,195.197,,,,,,,,,,,,,,,
10897d,Xblack,,w9845a,53,Chikadee,A,bb,,3,,C,u,prob. bb,,1,195.197,,,,,,,,,,,,,,,
10848a,Xblack,,w9845a,53,Chikadee,B,bb,,10,,A,u,prob. bb,,1,195.197,,,,,,,,,,,,,,,
10848b,Xblack,,w9845a,53,Chikadee,B,bb,,10,,A,u,prob. bb,,1,195.197,,,,,,,,,,,,,,,
10809a,Xblack,,w9845a,46,CPR,B,bb,,6,5,C,u,,,0,95.07.199.01,,,,,,,,,,,,,,,
10809b,Xblack,,w9845a,46,CPR,B,bb,,10,,A,u,,,1,195.201,,,,,,,,,,,,,,,
10809c,Xblack,,w9845a,46,CPR,B,bb,,1,12,C,u,,,0,195.01.07,,,,,,,,,,,,,,,
10809d1,unextracted,,w9845a,46,CPR,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
1.08E+05,Xblack,,w9845a,46,CPR,B,bb,,10,,A,u,,,1,199.207,,,,,,,,,,,,,,,
10809f2,Xblack,,w9845a,46,CPR,B,bb,,,12,C,u,,,1,197.199,,,,,,,,,,,,,,,
10809g2,unextracted,,w9845a,46,CPR,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10717a,Xinadequate,,w9845a,46,CPR,C,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10717b,Xblack,,w9845a,46,CPR,C,bb,,2,,C,u,,,1,197.199,,,,,,,,,,,,,,,
10717c,Xinadequate,,w9845a,46,CPR,C,bb,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10885a,Xblack,,w9845a,58,Creek x-ing,A,GB,,6,15,B,g,,,1,187.195,,,,,,,,,,,,,,,
10885b,Xblack,,w9845a,58,Creek x-ing,A,bb,,,25,A,u,,,1,197.197,,,,,,,,,,,,,,,
10885c1,Xbomb,,w9845a,58,Creek x-ing,A,bb,,2,1,C,u,,,0,86.197,,,,,,,,,,,,,,,
10885d1,unextracted,,w9845a,58,Creek x-ing,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10885e,Xblack,,w9845a,58,Creek x-ing,A,GB,,,20,C,g,,,1,187.195,,,,,,,,,,,,,,,
10885f,unextracted,,w9845a,58,Creek x-ing,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10885g,Xblack,,w9845a,58,Creek x-ing,A,bb,,,12,C,u,,,1,197.197,,,,,,,,,,,,,,,
10885h,unextracted,,w9845a,58,Creek x-ing,A,unk,,,,,,,,0,,,,,,,,,,,,,,,,
10885ii,Xblack,,w9845a,58,Creek x-ing,A,bb,,10,,A,u,prob. bb,,1,207.209,,,,,,,,,,,,,,,
10835a,Xblack,,w9845a,58,Creek x-ing,B,bb,,2,,C,u,prob. bb,,1,197.197,,,,,,,,,,,,,,,
10835b1,Xblack,,w9845a,58,Creek x-ing,B,bb,,1,,C,u,prob. bb,,1,187.197,,,,,,,,,,,,,,,
10835c1,unextracted,,w9845a,58,Creek x-ing,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10835d1,unextracted,,w9845a,58,Creek x-ing,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10835e,Xblack,,w9845a,58,Creek x-ing,B,bb,,,12,C,u,,,0,87.197,,,,,,,,,,,,,,,
10835f,Xblack,,w9845a,58,Creek x-ing,B,bb,,10,,C,u,,,1,187.197,,,,,,,,,,,,,,,
10835g,unextracted,,w9845a,58,Creek x-ing,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10835h,unextracted,,w9845a,58,Creek x-ing,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10835k,Xblack,,w9845a,58,Creek x-ing,B,bb,,2,,C,u,,,1,183.183,,,,,,,,,,,,,,,
10835ii,Xblack,,w9845a,58,Creek x-ing,B,unk,,1,,C,u,added 3 shafts,,1,199.203,,,,,,,,,,,,,,,
10835j,Xblack,,w9845a,58,Creek x-ing,B,bb,,2,20,C,u,,,1,197.197,,,,,,,,,,,,,,,
10735a1,Xblack,,w9845a,58,Creek x-ing,C,bb,,1,6,C,u,,,0,85.99.197,,,,,,,,,,,,,,,
10735b1,unextracted,,w9845a,58,Creek x-ing,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10735c,Xblack,,w9845a,58,Creek x-ing,C,bb,,1,,C,u,,,1,197.197,,,,,,,,,,,,,,,
10735d,Xinadequate,,w9845a,58,Creek x-ing,C,unk,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10735e,Xinadequate,,w9845a,58,Creek x-ing,C,unk,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10735f,Xblack,,w9845a,58,Creek x-ing,C,GB,,1,,C,u,,,0,201.05,,,,,,,,,,,,,,,
10735g,sample,10786ii3,w9845a,58,Creek x-ing,C,GB,,10,,A,u,,,7,186.186,158.162,181.184,227.255,210.21,120.138,149.151,,,,,,,,,0.006
10735h,Xblack,,w9845a,58,Creek x-ing,C,unk,,3,5,C,u,,,1,197.197,,,,,,,,,,,,,,,
10735ii,Xbomb,,w9845a,58,Creek x-ing,C,GB,,,5,C,u,added 1 shaft,,1,186.186,,,,,,,,,,,,,,,
10786a1,Xinadequate,,w9845a,58,Creek x-ing,D,unk,,,,,,1 uf,,0,,,,,,,,,,,,,,,,
10786b1,Xinadequate,,w9845a,58,Creek x-ing,D,unk,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10786c2,unextracted,,w9845a,58,Creek x-ing,D,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10786d2,Xblack,,w9845a,58,Creek x-ing,D,bb,,,5,C,u,,,0,97.209,,,,,,,,,,,,,,,
1.08E+07,unextracted,,w9845a,58,Creek x-ing,D,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10786f3,sample,10738a1,w9845a,58,Creek x-ing,D,GB,,10,,A,u,blonde,,7,186.19,150.16,180.184,231.251,196.21,138.138,151.153,,,,,,,,,0.001
10786g,Xinadequate,,w9845a,58,Creek x-ing,D,bb,,,,,,no root,,0,,,,,,,,,,,,,,,,
10786h,Xinadequate,,w9845a,58,Creek x-ing,D,GB,,,,,g,white-tipped; no root,,0,,,,,,,,,,,,,,,,
10786ii3,sample,10786ii3,w9845a,58,Creek x-ing,D,bb,,10,,A,u,possib. gb,,15,186.186,158.162,181.184,227.255,210.21,120.138,149.151,184.184,205.211,157.159,159.159,141.141,129.129,151.153,223.223,0.006
10786j3,unextracted,,w9845a,58,Creek x-ing,D,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10786k3,unextracted,,w9845a,58,Creek x-ing,D,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10868a,Xblack,,w9845a,25,Diana,A,bb,,1,25,A,u,prob. bb,,1,187.203,,,,,,,,,,,,,,,
10868b1,Xblack,,w9845a,25,Diana,A,bb,,,25,B,u,prob. bb,,1,187.203,,,,,,,,,,,,,,,
10868c1,unextracted,,w9845a,25,Diana,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10868d,Xblack,,w9845a,25,Diana,A,bb,,2,,C,u,added 1 shaft. Prob. bb,,1,187.203,,,,,,,,,,,,,,,
10868e,Xblack,,w9845a,25,Diana,A,bb,,1,6,C,u,,,0,187.03.05,,,,,,,,,,,,,,,
10868f,Xinadequate,,w9845a,25,Diana,A,GB?,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10868g,Xblack,,w9845a,25,Diana,A,bb,,10,,A,u,prob. bb,,1,187.203,,,,,,,,,,,,,,,
10810a,Xblack,,w9845a,25,Diana,B,bb,,,25,A,u,prob. bb,,0,87.197,,,,,,,,,,,,,,,
10810b,Xblack,,w9845a,25,Diana,B,GB?,,1,,C,u,,,0,93.197,,,,,,,,,,,,,,,
10810c1,unextracted,,w9845a,25,Diana,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10810d1,Xblack,,w9845a,25,Diana,B,bb,,10,,A,u,,,1,197.203,,,,,,,,,,,,,,,
1.08E+06,Xblack,,w9845a,25,Diana,B,GB,,8,,C,u,,,1,187.205,,,,,,,,,,,,,,,
10810f2,unextracted,,w9845a,25,Diana,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10810g2,unextracted,,w9845a,25,Diana,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10810h2,unextracted,,w9845a,25,Diana,B,bb,,,,,,prob. bb,,0,,,,,,,,,,,,,,,,
10810ii3,Xblack,,w9845a,25,Diana,B,bb,,9,,C,u,prob. bb,,1,187.201,,,,,,,,,,,,,,,
10810j3,unextracted,,w9845a,25,Diana,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10810k3,unextracted,,w9845a,25,Diana,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10810l3,unextracted,,w9845a,25,Diana,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10810m3,Xblack,,w9845a,25,Diana,B,bb,,,25,B,u,prob. bb,,0,187.03.07,,,,,,,,,,,,,,,
10810n,Xblack,,w9845a,25,Diana,B,bb,,3,20,C,u,,,1,187.203,,,,,,,,,,,,,,,
10810o4,Xblack,,w9845a,25,Diana,B,bb,,,25,A,u,prob. bb,,1,201.209,,,,,,,,,,,,,,,
10810p4,unextracted,,w9845a,25,Diana,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10810q,unextracted,,w9845a,25,Diana,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10810r,Xblack,,w9845a,25,Diana,B,bb,,,25,A,u,prob. bb,,1,197.203,,,,,,,,,,,,,,,
10810s,unextracted,,w9845a,25,Diana,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10706a,Xblack,,w9845a,25,Diana,C,bb,,,10,C,u,,,1,197.203,,,,,,,,,,,,,,,
10706b,Xinadequate,,w9845a,25,Diana,C,bb,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10706c1,unextracted,,w9845a,25,Diana,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10706d1,unextracted,,w9845a,25,Diana,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
1.07E+05,Xblack,,w9845a,25,Diana,C,bb,,4,15,C,u,,,1,197.203,,,,,,,,,,,,,,,
10706f1,unextracted,,w9845a,25,Diana,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10706g1,Xblack,,w9845a,25,Diana,C,bb,,10,,A,u,prob. bb,,1,197.203,,,,,,,,,,,,,,,
10706h,Xblack,,w9845a,25,Diana,C,bb,,1,,C,u,,,0,95.205,,,,,,,,,,,,,,,
10706ii,Xblack,,w9845a,25,Diana,C,bb,,4,,C,u,,,1,201.201,,,,,,,,,,,,,,,
10706j,Xblack,,w9845a,25,Diana,C,bb,,2,5,C,u,,,1,201.201,,,,,,,,,,,,,,,
10754a1,sample,10820n3,w9845a,25,Diana,D,GB,,5,,C,g,white-tipped; shrivelled roots,,7,186.192,162.162,184.184,227.231,214.214,130.138,151.157,,,,,,,,,0.007
10754b1,unextracted,,w9845a,25,Diana,D,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10754c1,unextracted,,w9845a,25,Diana,D,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10754d,Xblack,,w9845a,25,Diana,D,bb,,1,,C,u,small root,,0,185.87,,,,,,,,,,,,,,,
10754e,Xblack,,w9845a,25,Diana,D,unk,,1,,C,u,small root,,0,87.187,,,,,,,,,,,,,,,
10754f,X2species,,w9845a,25,Diana,D,GB,,1,,C,g,white-tipped,,0,86.192.91.201,,,,,,,,,,,,,,,
10754g,sample,10820n3,w9845a,25,Diana,D,GB,,10,,B,u,v. short; white-tipped,,7,186.192,162.162,184.184,227.231,214.214,130.138,151.157,,,,,,,,,0.007
10970a,unextracted,,w9845a,27,Drewry Point,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10970b,Xblack,,w9845a,27,Drewry Point,A,,,1,,C,u,,,1,203.203,,,,,,,,,,,,,,,
10970c,unextracted,,w9845a,27,Drewry Point,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10970d2,unextracted,,w9845a,27,Drewry Point,A,,,,,,,,,0,,,,,,,,,,,,,,,,
1.10E+06,Xblack,,w9845a,27,Drewry Point,A,,,1,,C,u,,,1,197.197,,,,,,,,,,,,,,,
10970f,Xblack,,w9845a,27,Drewry Point,A,,,8,,C,u,,,1,197.203,,,,,,,,,,,,,,,
10970g3,unextracted,,w9845a,27,Drewry Point,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10970h3,Xblack,,w9845a,27,Drewry Point,A,,,10,,B,u,v. small roots,,1,203.209,,,,,,,,,,,,,,,
10970ii,Xblack,,w9845a,27,Drewry Point,A,,,5,,C,u,,,1,203.209,,,,,,,,,,,,,,,
10970j,unextracted,,w9845a,27,Drewry Point,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10970k4,Xblack,,w9845a,27,Drewry Point,A,,,1,,C,u,,,1,197.203,,,,,,,,,,,,,,,
10970l4,unextracted,,w9845a,27,Drewry Point,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10972a,Xblack,,w9845a,27,Drewry Point,B,,,10,,B,u,prob. not bear,,0,03.05.207,,,,,,,,,,,,,,,
10909a,sample,10966d1,w9845a,27,Drewry Point,C,,,1,,C,u,,,7,192.192,162.162,175.184,227.231,210.21,120.138,149.153,,,,,,,,,0.003
10909b1,Xblack,,w9845a,27,Drewry Point,C,,,1,15,C,u,,,1,201.209,,,,,,,,,,,,,,,
10909c1,unextracted,,w9845a,27,Drewry Point,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10938a,Xblack,,w9845a,27,Drewry Point,D,,,6,,C,u,,,1,201.201,,,,,,,,,,,,,,,
10938b1,Xblack,,w9845a,27,Drewry Point,D,,,10,,A,u,,,1,201.201,,,,,,,,,,,,,,,
10938c1,unextracted,,w9845a,27,Drewry Point,D,,,,,,,,,0,,,,,,,,,,,,,,,,
10938d1,unextracted,,w9845a,27,Drewry Point,D,,,,,,,,,0,,,,,,,,,,,,,,,,
1.09E+06,Xblack,,w9845a,27,Drewry Point,D,,,10,,B,u,prob. bb,,0,86.03.201,,,,,,,,,,,,,,,
10938f2,unextracted,,w9845a,27,Drewry Point,D,,,,,,,,,0,,,,,,,,,,,,,,,,
10880a,Xblack,,w9845a,66,Dump site,A,bb,,,25,B,u,prob. bb,,1,201.203,,,,,,,,,,,,,,,
10880b,Xblack,,w9845a,66,Dump site,A,bb,,,15,C,u,,,1,201.203,,,,,,,,,,,,,,,
10838a,Xblack,,w9845a,66,Dump site,B,bb,,10,,A,u,coul be gb,,1,203.209,,,,,,,,,,,,,,,
10838b1,Xblack,,w9845a,66,Dump site,B,bb,,,5,C,u,,,0,189.05,,,,,,,,,,,,,,,
10838c1,unextracted,,w9845a,66,Dump site,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10838d,Xblack,,w9845a,66,Dump site,B,bb,,10,,A,u,prob. bb,,1,205.205,,,,,,,,,,,,,,,
1.08E+06,Xblack,,w9845a,66,Dump site,B,bb,,,15,C,u,,,1,205.205,,,,,,,,,,,,,,,
10838f2,unextracted,,w9845a,66,Dump site,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10838g2,unextracted,,w9845a,66,Dump site,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10838h,Xblack,,w9845a,66,Dump site,B,bb,,10,,A,u,prob. bb,,1,205.205,,,,,,,,,,,,,,,
10730a,Xblack,,w9845a,66,Dump site,C,bb,,4,,C,u,prob. bb,,1,205.205,,,,,,,,,,,,,,,
